,tweet_id,source,text,expanded_urls,rating_numerator,rating_denominator,name,weekday,month,year,dog_stage,favorite_count,retweet_count,jpg_url,img_num,breed1,breed1_conf,breed1_dog,breed2,breed2_conf,breed2_dog,breed3,breed3_conf,breed3_dog
11,889880896479866881,Twitter for iPhone,This is Bruno. He is a service shark. Only gets out of the water to assist you. 13/10 terrifyingly good boy https://t.co/u1XPQMl29g,https://twitter.com/dog_rates/status/889880896479866881/photo/1,13,10,Bruno,1,7,2017,,28268,5156,Https://pbs.twimg.com/media/dfl99b1wsaitksg.jpg,1,French_bulldog,0.377417,True,Labrador_retriever,0.151317,True,Muzzle,0.0829811,False
12,889665388333682689,Twitter for iPhone,Here's a puppo that seems to be on the fence about something haha no but seriously someone help her. 13/10 https://t.co/BxvuXk0UCm,https://twitter.com/dog_rates/status/889665388333682689/photo/1,13,10,Nan,1,7,2017,puppo,38818,8538,Https://pbs.twimg.com/media/dfi579uwsaaatzw.jpg,1,Pembroke,0.966327,True,Cardigan,0.0273557,True,Basenji,0.00463323,True
13,889638837579907072,Twitter for iPhone,This is Ted. He does his best. Sometimes that's not enough. But it's ok. 12/10 would assist https://t.co/f8dEDcrKSR,"https://twitter.com/dog_rates/status/889638837579907072/photo/1,https://twitter.com/dog_rates/status/889638837579907072/photo/1",12,10,Ted,1,7,2017,,27672,4735,Https://pbs.twimg.com/media/dfihzffxsaygdpr.jpg,1,French_bulldog,0.99165,True,Boxer,0.00212864,True,Staffordshire_bullterrier,0.00149818,True
14,889531135344209921,Twitter for iPhone,This is Stuart. He's sporting his favorite fanny pack. Secretly filled with bones only. 13/10 puppared puppo #BarkWeek https://t.co/y70o6h3isq,https://twitter.com/dog_rates/status/889531135344209921/photo/1,13,10,Stuart,0,7,2017,puppo,15359,2321,Https://pbs.twimg.com/media/dfg_2pvw0aehn3p.jpg,1,Golden_retriever,0.953442,True,Labrador_retriever,0.0138341,True,Redbone,0.00795775,True
15,889278841981685760,Twitter for iPhone,This is Oliver. You're witnessing one of his many brutal attacks. Seems to be playing with his victim. 13/10 fr*ckin frightening #BarkWeek https://t.co/WpHvrQedPb,https://twitter.com/dog_rates/status/889278841981685760/video/1,13,10,Oliver,0,7,2017,,25652,5637,Https://pbs.twimg.com/ext_tw_video_thumb/889278779352338437/pu/img/vlbfb3v8h8vwzvny.jpg,1,Whippet,0.626152,True,Borzoi,0.194742,True,Saluki,0.0273507,True
16,888917238123831296,Twitter for iPhone,This is Jim. He found a fren. Taught him how to sit like the good boys. 12/10 for both https://t.co/chxruIOUJN,https://twitter.com/dog_rates/status/888917238123831296/photo/1,12,10,Jim,6,7,2017,,29611,4709,Https://pbs.twimg.com/media/dfyrgsouqaargho.jpg,1,Golden_retriever,0.714719,True,Tibetan_mastiff,0.1201839999999999,True,Labrador_retriever,0.1055059999999999,True
17,888804989199671297,Twitter for iPhone,This is Zeke. He has a new stick. Very proud of it. Would like you to throw it for him without taking it. 13/10 would do my best https://t.co/HTQ77yNQ5K,"https://twitter.com/dog_rates/status/888804989199671297/photo/1,https://twitter.com/dog_rates/status/888804989199671297/photo/1",13,10,Zeke,5,7,2017,,26080,4559,Https://pbs.twimg.com/media/dfwra-3vyaa2pig.jpg,1,Golden_retriever,0.46976,True,Labrador_retriever,0.184172,True,English_setter,0.0734817,True
18,888554962724278272,Twitter for iPhone,This is Ralphus. He's powering up. Attempting maximum borkdrive. 13/10 inspirational af https://t.co/YnYAFCTTiK,"https://twitter.com/dog_rates/status/888554962724278272/photo/1,https://twitter.com/dog_rates/status/888554962724278272/photo/1,https://twitter.com/dog_rates/status/888554962724278272/photo/1,https://twitter.com/dog_rates/status/888554962724278272/photo/1",13,10,Ralphus,5,7,2017,,20290,3732,Https://pbs.twimg.com/media/dfth_o-uqaacu20.jpg,3,Siberian_husky,0.700377,True,Eskimo_dog,0.166511,True,Malamute,0.111411,True
19,888078434458587136,Twitter for iPhone,This is Gerald. He was just told he didn't get the job he interviewed for. A h*ckin injustice. 12/10 didn't want the job anyway https://t.co/DK7iDPfuRX,"https://twitter.com/dog_rates/status/888078434458587136/photo/1,https://twitter.com/dog_rates/status/888078434458587136/photo/1",12,10,Gerald,3,7,2017,,22201,3653,Https://pbs.twimg.com/media/dfmwn56wsaaka7b.jpg,1,French_bulldog,0.995026,True,Pug,0.000931908,True,Bull_mastiff,0.000903211,True
20,887705289381826560,Twitter for iPhone,This is Jeffrey. He has a monopoly on the pool noodles. Currently running a 'boop for two' midweek sale. 13/10 h*ckin strategic https://t.co/PhrUk20Q64,https://twitter.com/dog_rates/status/887705289381826560/photo/1,13,10,Jeffrey,2,7,2017,,30779,5609,Https://pbs.twimg.com/media/dfhdqbbxgaeqy7t.jpg,1,Basset,0.821664,True,Redbone,0.0875815,True,Weimaraner,0.0262364,True
21,887517139158093824,Twitter for iPhone,I've yet to rate a Venezuelan Hover Wiener. This is such an honor. 14/10 paw-inspiring af (IG: roxy.thedoxy) https://t.co/20VrLAA8ba,https://twitter.com/dog_rates/status/887517139158093824/video/1,14,10,such,2,7,2017,,46959,12082,Https://pbs.twimg.com/ext_tw_video_thumb/887517108413886465/pu/img/wanjkwsszj4vjvl9.jpg,1,Limousine,0.130432,False,Tow_truck,0.0291754,False,Shopping_cart,0.0263208,False
22,887473957103951883,Twitter for iPhone,This is Canela. She attempted some fancy porch pics. They were unsuccessful. 13/10 someone help her https://t.co/cLyzpcUcMX,"https://twitter.com/dog_rates/status/887473957103951883/photo/1,https://twitter.com/dog_rates/status/887473957103951883/photo/1",13,10,Canela,2,7,2017,,69871,18781,Https://pbs.twimg.com/media/dfdw2tyuqaaafke.jpg,2,Pembroke,0.809197,True,Rhodesian_ridgeback,0.05495,True,Beagle,0.0389148,True
23,887343217045368832,Twitter for iPhone,You may not have known you needed to see this today. 13/10 please enjoy (IG: emmylouroo) https://t.co/WZqNqygEyV,https://twitter.com/dog_rates/status/887343217045368832/video/1,13,10,Nan,1,7,2017,,34222,10737,Https://pbs.twimg.com/ext_tw_video_thumb/887343120832229379/pu/img/6hsufrw1lzi_9mht.jpg,1,Mexican_hairless,0.330741,True,Sea_lion,0.275645,False,Weimaraner,0.134203,True
24,887101392804085760,Twitter for iPhone,This... is a Jubilant Antarctic House Bear. We only rate dogs. Please only send dogs. Thank you... 12/10 would suffocate in floof https://t.co/4Ad1jzJSdp,https://twitter.com/dog_rates/status/887101392804085760/photo/1,12,10,Nan,1,7,2017,,31061,6167,Https://pbs.twimg.com/media/de-eaq6uwaa-jae.jpg,1,Samoyed,0.733942,True,Eskimo_dog,0.0350295,True,Staffordshire_bullterrier,0.0297047,True
25,886983233522544640,Twitter for iPhone,This is Maya. She's very shy. Rarely leaves her cup. 13/10 would find her an environment to thrive in https://t.co/I6oNy0CgiT,"https://twitter.com/dog_rates/status/886983233522544640/photo/1,https://twitter.com/dog_rates/status/886983233522544640/photo/1",13,10,Maya,0,7,2017,,35859,8084,Https://pbs.twimg.com/media/de8yicjw0aaavbj.jpg,2,Chihuahua,0.793469,True,Toy_terrier,0.143528,True,Can_opener,0.0322529,False
26,886736880519319552,Twitter for iPhone,"This is Mingus. He's a wonderful father to his smol pup. Confirmed 13/10, but he needs your help

https://t.co/bVi0Yr4Cff https://t.co/ISvKOSkd5b","https://www.gofundme.com/mingusneedsus,https://twitter.com/dog_rates/status/886736880519319552/photo/1,https://twitter.com/dog_rates/status/886736880519319552/photo/1",13,10,Mingus,6,7,2017,,12306,3443,Https://pbs.twimg.com/media/de5se8fxcaajfx4.jpg,1,Kuvasz,0.309706,True,Great_pyrenees,0.186136,True,Dandie_dinmont,0.0863463,True
27,886680336477933568,Twitter for iPhone,This is Derek. He's late for a dog meeting. 13/10 pet...al to the metal https://t.co/BCoWue0abA,https://twitter.com/dog_rates/status/886680336477933568/photo/1,13,10,Derek,6,7,2017,,22798,4610,Https://pbs.twimg.com/media/de4fedzwaaayhmm.jpg,1,Convertible,0.738995,False,Sports_car,0.139952,False,Car_wheel,0.0441726999999999,False
28,886366144734445568,Twitter for iPhone,This is Roscoe. Another pupper fallen victim to spontaneous tongue ejections. Get the BlepiPen immediate. 12/10 deep breaths Roscoe https://t.co/RGE08MIJox,"https://twitter.com/dog_rates/status/886366144734445568/photo/1,https://twitter.com/dog_rates/status/886366144734445568/photo/1",12,10,Roscoe,5,7,2017,pupper,21524,3316,Https://pbs.twimg.com/media/de0btnquwaapkeh.jpg,1,French_bulldog,0.999201,True,Chihuahua,0.000361178,True,Boston_bull,7.55616e-05,True
29,886258384151887873,Twitter for iPhone,This is Waffles. His doggles are pupside down. Unsure how to fix. 13/10 someone assist Waffles https://t.co/xZDA9Qsq1O,https://twitter.com/dog_rates/status/886258384151887873/photo/1,13,10,Waffles,5,7,2017,,28469,6523,Https://pbs.twimg.com/media/deyftg4umae4ae9.jpg,1,Pug,0.943575,True,Shower_cap,0.0252856,False,Siamese_cat,0.00284892,False
30,885984800019947520,Twitter for iPhone,Viewer discretion advised. This is Jimbo. He will rip ur finger right h*ckin off. Other dog clearly an accessory. 12/10 pls pet with caution https://t.co/BuveP0uMF1,https://twitter.com/dog_rates/status/885984800019947520/photo/1,12,10,Jimbo,4,7,2017,,33382,7097,Https://pbs.twimg.com/media/deumewwv0aa-z61.jpg,1,Blenheim_spaniel,0.972494,True,Shih-tzu,0.00663012,True,Bernese_mountain_dog,0.00623915,True
31,885528943205470208,Twitter for iPhone,This is Maisey. She fell asleep mid-excavation. Happens to the best of us. 13/10 would pat noggin approvingly https://t.co/tp1kQ8i9JF,https://twitter.com/dog_rates/status/885528943205470208/photo/1,13,10,Maisey,3,7,2017,,36689,6683,Https://pbs.twimg.com/media/deoh3yvxgaazqts.jpg,1,Pug,0.369275,True,Labrador_retriever,0.265835,True,Kuvasz,0.134697,True
32,885167619883638784,Twitter for iPhone,Here we have a corgi undercover as a malamute. Pawbably doing important investigative work. Zero control over tongue happenings. 13/10 https://t.co/44ItaMubBf,"https://twitter.com/dog_rates/status/885167619883638784/photo/1,https://twitter.com/dog_rates/status/885167619883638784/photo/1,https://twitter.com/dog_rates/status/885167619883638784/photo/1,https://twitter.com/dog_rates/status/885167619883638784/photo/1",13,10,Nan,2,7,2017,,22367,4556,Https://pbs.twimg.com/media/dei_n9qxyaageew.jpg,4,Malamute,0.8124819999999999,True,Siberian_husky,0.0717125,True,Eskimo_dog,0.0557697,True
33,884925521741709313,Twitter for iPhone,"This is Earl. He found a hat. Nervous about what you think of it. 12/10 it's delightful, Earl https://t.co/MYJvdlNRVa",https://twitter.com/dog_rates/status/884925521741709313/photo/1,12,10,Earl,2,7,2017,,68152,16439,Https://pbs.twimg.com/media/defjeanxkaatplj.jpg,1,Italian_greyhound,0.259916,True,American_staffordshire_terrier,0.198451,True,Staffordshire_bullterrier,0.127725,True
34,884876753390489601,Twitter for iPhone,This is Lola. It's her first time outside. Must test the earth and taste the atmosphere. 13/10 you're doing great Lola https://t.co/74TKAUsLkO,"https://twitter.com/dog_rates/status/884876753390489601/photo/1,https://twitter.com/dog_rates/status/884876753390489601/photo/1,https://twitter.com/dog_rates/status/884876753390489601/photo/1,https://twitter.com/dog_rates/status/884876753390489601/photo/1",13,10,Lola,1,7,2017,,28514,6096,Https://pbs.twimg.com/media/dee2tzxxkaawyx3.jpg,1,Chow,0.822103,True,Norwich_terrier,0.106075,True,Norfolk_terrier,0.0373485,True
35,884562892145688576,Twitter for iPhone,This is Kevin. He's just so happy. 13/10 what is your secret Kevin https://t.co/1r4MFCbCX5,https://twitter.com/dog_rates/status/884562892145688576/photo/1,13,10,Kevin,1,7,2017,,24765,5100,Https://pbs.twimg.com/media/deazqkfxuaec7qb.jpg,1,Pug,0.5464060000000001,True,French_bulldog,0.404291,True,Brabancon_griffon,0.0440019,True
36,884441805382717440,Twitter for iPhone,"I present to you, Pup in Hat. Pup in Hat is great for all occasions. Extremely versatile. Compact as h*ck. 14/10 (IG: itselizabethgales) https://t.co/vvBOcC2VdC",https://twitter.com/dog_rates/status/884441805382717440/photo/1,14,10,Nan,0,7,2017,,27478,5856,Https://pbs.twimg.com/media/deyrizwwsaa2wo5.jpg,1,Pembroke,0.993225,True,Cardigan,0.00321648,True,Chihuahua,0.00208089,True
37,884162670584377345,Twitter for iPhone,Meet Yogi. He doesn't have any important dog meetings today he just enjoys looking his best at all times. 12/10 for dangerously dapper doggo https://t.co/YSI00BzTBZ,https://twitter.com/dog_rates/status/884162670584377345/photo/1,12,10,Yogi,6,7,2017,doggo,20771,3128,Https://pbs.twimg.com/media/deutqbzw0autv_o.jpg,1,German_shepherd,0.707046,True,Malinois,0.199396,True,Norwegian_elkhound,0.0491476,True
38,883838122936631299,Twitter for iPhone,This is Noah. He can't believe someone made this mess. Got the vacuum out for you though. Offered to help clean pup. 12/10 super good boy https://t.co/V85xujjDDY,https://twitter.com/dog_rates/status/883838122936631299/photo/1,12,10,Noah,6,7,2017,,22349,3586,Https://pbs.twimg.com/media/deqgfgaxuaaevfi.jpg,1,Doberman,0.610946,True,Miniature_pinscher,0.299603,True,Kelpie,0.0630203,True
39,883482846933004288,Twitter for iPhone,"This is Bella. She hopes her smile made you smile. If not, she is also offering you her favorite monkey. 13.5/10 https://t.co/qjrljjt948","https://twitter.com/dog_rates/status/883482846933004288/photo/1,https://twitter.com/dog_rates/status/883482846933004288/photo/1",5,10,Bella,5,7,2017,,46860,10407,Https://pbs.twimg.com/media/delc9dzxuaadquk.jpg,1,Golden_retriever,0.943082,True,Labrador_retriever,0.032409,True,Kuvasz,0.00550072,True
40,883360690899218434,Twitter for iPhone,Meet Grizzwald. He may be the floofiest floofer I ever did see. Lost eyes saving a schoolbus from a volcano erpuption. 13/10 heroic as h*ck https://t.co/rf661IFEYP,https://twitter.com/dog_rates/status/883360690899218434/photo/1,13,10,Grizzwald,4,7,2017,floofer,22986,3825,Https://pbs.twimg.com/media/dejt3fexoaatwuy.jpg,1,Chow,0.987997,True,Tibetan_mastiff,0.00709872,True,Newfoundland,0.00214033,True
41,883117836046086144,Twitter for iPhone,"Please only send dogs. We don't rate mechanics, no matter how h*ckin good. Thank you... 13/10 would sneak a pat https://t.co/Se5fZ9wp5E","https://twitter.com/dog_rates/status/883117836046086144/photo/1,https://twitter.com/dog_rates/status/883117836046086144/photo/1",13,10,Nan,4,7,2017,,37914,6949,Https://pbs.twimg.com/media/def2-_hxoaas62q.jpg,2,Golden_retriever,0.949562,True,Labrador_retriever,0.0459479,True,Kuvasz,0.00247094,True
42,882992080364220416,Twitter for iPhone,This is Rusty. He wasn't ready for the first pic. Clearly puppared for the second. 13/10 confirmed great boy https://t.co/tyER0KpdXj,"https://twitter.com/dog_rates/status/882992080364220416/photo/1,https://twitter.com/dog_rates/status/882992080364220416/photo/1",13,10,Rusty,3,7,2017,,24445,4122,Https://pbs.twimg.com/media/deeeniqxyaaijh_.jpg,1,Eskimo_dog,0.4667779999999999,True,Siberian_husky,0.406044,True,Dingo,0.0734143999999999,False
43,882762694511734784,Twitter for iPhone,This is Gus. He's quite the cheeky pupper. Already perfected the disinterested wink. 12/10 would let steal my girl https://t.co/D43I96SlVu,https://twitter.com/dog_rates/status/882762694511734784/photo/1,12,10,Gus,3,7,2017,pupper,28903,5134,Https://pbs.twimg.com/media/deaz_hhxsaa-p_z.jpg,1,Labrador_retriever,0.85005,True,Chesapeake_bay_retriever,0.074257,True,Flat-coated_retriever,0.0155793999999999,True
44,882627270321602560,Twitter for iPhone,This is Stanley. He has his first swim lesson today. Doggle straps adjusted. Ready to go. 13/10 Phelps is nervous (IG: stanleythe_corgi) https://t.co/Nx52PGwH94,https://twitter.com/dog_rates/status/882627270321602560/photo/1,13,10,Stanley,2,7,2017,,28382,6342,Https://pbs.twimg.com/media/dd-40x3waaajpu5.jpg,1,Pembroke,0.542982,True,Chihuahua,0.251988,True,Cardigan,0.107699,True
45,882268110199369728,Twitter for iPhone,This is Alfy. You're witnessing his first watermelon experience. I think it was a success. 13/10 happy 4th Alfy 🇺🇸 https://t.co/fYP5RlutfA,"https://twitter.com/dog_rates/status/882268110199369728/photo/1,https://twitter.com/dog_rates/status/882268110199369728/photo/1,https://twitter.com/dog_rates/status/882268110199369728/photo/1",13,10,Alfy,1,7,2017,,45880,12118,Https://pbs.twimg.com/media/dd5ykdpw0aarzx8.jpg,1,Golden_retriever,0.762211,True,Labrador_retriever,0.0989848999999999,True,Cocker_spaniel,0.0171995,True
46,882045870035918850,Twitter for iPhone,"This is Koko. Her owner, inspired by Barney, recently built a cart for her to use during walks if she got tired. 13/10 rest easy Koko https://t.co/zeDpnsKX7w","https://twitter.com/dog_rates/status/882045870035918850/photo/1,https://twitter.com/dog_rates/status/882045870035918850/photo/1,https://twitter.com/dog_rates/status/882045870035918850/photo/1,https://twitter.com/dog_rates/status/882045870035918850/photo/1",13,10,Koko,1,7,2017,,29900,5203,Https://pbs.twimg.com/media/dd2ocl2waaei_4a.jpg,1,Web_site,0.949591,False,Dhole,0.0173258,False,Golden_retriever,0.00694063,True
47,881906580714921986,Twitter for iPhone,This is Rey. He's a Benebop Cumberfloof. 12/10 dangerously pettable https://t.co/503CgWbhxQ,https://twitter.com/dog_rates/status/881906580714921986/photo/1,12,10,Rey,0,7,2017,,24773,3533,Https://pbs.twimg.com/media/dd0pwm9xcaaesbl.jpg,1,Weimaraner,0.291539,True,Chesapeake_bay_retriever,0.278966,True,Koala,0.127017,False
48,881666595344535552,Twitter for iPhone,This is Gary. He couldn't miss this puppertunity for a selfie. Flawless focusing skills. 13/10 would boop intensely https://t.co/7CSWCl8I6s,https://twitter.com/dog_rates/status/881666595344535552/photo/1,13,10,Gary,0,7,2017,,51522,11099,Https://pbs.twimg.com/media/ddxpfwbwaaebvvr.jpg,1,Saluki,0.529012,True,Afghan_hound,0.250003,True,Golden_retriever,0.160739,True
49,881536004380872706,Twitter for iPhone,"Here is a pupper approaching maximum borkdrive. Zooming at never before seen speeds. 14/10 paw-inspiring af 
(IG: puffie_the_chow) https://t.co/ghXBIIeQZF",https://twitter.com/dog_rates/status/881536004380872706/video/1,14,10,a,6,7,2017,pupper,50199,16570,Https://pbs.twimg.com/ext_tw_video_thumb/881535971568889856/pu/img/9bawiz--8fkywtkz.jpg,1,Samoyed,0.281463,True,Angora,0.272066,False,Persian_cat,0.114854,False
50,881268444196462592,Twitter for iPhone,Meet Elliot. He's a Canadian Forrest Pup. Unusual number of antlers for a dog. Sneaky tongue slip to celebrate #Canada150. 12/10 would pet https://t.co/cgwJwowTMC,https://twitter.com/dog_rates/status/881268444196462592/photo/1,12,10,Elliot,5,7,2017,,23501,5358,Https://pbs.twimg.com/media/ddrk-f9waai-wqv.jpg,1,Tusker,0.473303,False,Indian_elephant,0.245646,False,Ibex,0.0556607,False
51,880935762899988482,Twitter for iPhone,This is Louis. He's crossing. It's a big deal. 13/10 h*ckin breathtaking https://t.co/D0wb1GlKAt,https://twitter.com/dog_rates/status/880935762899988482/photo/1,13,10,Louis,4,6,2017,,17346,2886,Https://pbs.twimg.com/media/ddm2z5axuaeds2u.jpg,1,Street_sign,0.251801,False,Umbrella,0.115123,False,Traffic_light,0.0695338,False
52,880872448815771648,Twitter for iPhone,Ugh not again. We only rate dogs. Please don't send in well-dressed  floppy-tongued street penguins. Dogs only please. Thank you... 12/10 https://t.co/WiAMbTkDPf,https://twitter.com/dog_rates/status/880872448815771648/photo/1,12,10,Nan,4,6,2017,,21734,3989,Https://pbs.twimg.com/media/ddl8zzjw0aaiscj.jpg,1,Pembroke,0.791416,True,Norwich_terrier,0.0613929,True,Chihuahua,0.0337257,True
53,880465832366813184,Twitter for iPhone,This is Bella. She had her first beach experience this morning. Complete success. 12/10 would perform a sandy boop https://t.co/4VsFysDmiw,"https://twitter.com/dog_rates/status/880465832366813184/photo/1,https://twitter.com/dog_rates/status/880465832366813184/photo/1,https://twitter.com/dog_rates/status/880465832366813184/photo/1,https://twitter.com/dog_rates/status/880465832366813184/photo/1",12,10,Bella,3,6,2017,,29075,6546,Https://pbs.twimg.com/media/ddgk-j4xuaiev9w.jpg,1,Golden_retriever,0.913255,True,Labrador_retriever,0.0263286,True,Cocker_spaniel,0.00937082,True
54,880221127280381952,Twitter for iPhone,Meet Jesse. He's a Fetty Woof. His tongue ejects without warning. A true bleptomaniac. 12/10 would snug well https://t.co/fUod0tVmvK,"https://twitter.com/dog_rates/status/880221127280381952/photo/1,https://twitter.com/dog_rates/status/880221127280381952/photo/1",12,10,Jesse,3,6,2017,,27640,4436,Https://pbs.twimg.com/media/ddcscbxu0aifdzs.jpg,1,Chihuahua,0.238525,True,Meerkat,0.104256,False,Clumber,0.0525802999999999,True
55,880095782870896641,Twitter for iPhone,Please don't send in photos without dogs in them. We're not @porch_rates. Insubordinate and churlish. Pretty good porch tho 11/10 https://t.co/HauE8M3Bu4,https://twitter.com/dog_rates/status/880095782870896641/photo/1,11,10,Nan,2,6,2017,,28150,4533,Https://pbs.twimg.com/media/dda6ckbxgaam1vv.jpg,1,Miniature_pinscher,0.120298,True,Rhodesian_ridgeback,0.106395,True,Beagle,0.106073,True
56,879862464715927552,Twitter for iPhone,This is Romeo. He would like to do an entrance. Requesting your immediate assistance. 13/10 https://t.co/Qh5aEkRQm9,"https://twitter.com/dog_rates/status/879862464715927552/photo/1,https://twitter.com/dog_rates/status/879862464715927552/photo/1,https://twitter.com/dog_rates/status/879862464715927552/photo/1",13,10,Romeo,2,6,2017,,22667,3642,Https://pbs.twimg.com/media/ddxmprbwaaekmvy.jpg,3,Basset,0.813507,True,Beagle,0.146654,True,Cocker_spaniel,0.00948502,True
57,879492040517615616,Twitter for iPhone,This is Bailey. He thinks you should measure ear length for signs of growth instead. 12/10 https://t.co/IxM9IMKQq8,https://twitter.com/dog_rates/status/879492040517615616/photo/1,12,10,Bailey,1,6,2017,,23822,3323,Https://pbs.twimg.com/media/ddsvwmvxsaegmmk.jpg,1,German_short-haired_pointer,0.479896,True,Vizsla,0.1243529999999999,True,Bath_towel,0.0733202,False
58,879415818425184262,Twitter for iPhone,This is Duddles. He did an attempt. 13/10 someone help him (vid by Georgia Felici) https://t.co/UDT7ZkcTgY,https://twitter.com/dog_rates/status/879415818425184262/video/1,13,10,Duddles,0,6,2017,,107956,45849,Https://pbs.twimg.com/ext_tw_video_thumb/879415784908390401/pu/img/cx7xi1tnusseget5.jpg,1,English_springer,0.383404,True,Boston_bull,0.134967,True,Cardigan,0.110481,True
